( -2.599  -0.199  0.501 )
( -2.599  -0.099  0.501 )
( -2.599  0.001  0.501 )
( -2.599  0.101  0.501 )
( -2.599  0.201  0.501 )
( -2.599  0.301  0.501 )
( -2.599  0.401  0.501 )
( -2.599  0.501  0.501 )
( -2.599  0.601  0.501 )
( -2.599  0.701  0.501 )
( -2.599  0.801  0.501 )
( -2.599  0.901  0.501 )
( -2.599  1.001  0.501 )
( -2.599  1.101  0.501 )
( -2.599  1.201  0.501 )
( -2.599  1.301  0.501 )
( -2.599  1.401  0.501 )
( -2.599  1.501  0.501 )
( -2.599  1.601  0.501 )
( -2.599  1.701  0.501 )
( -2.599  1.801  0.501 )
( -2.599  1.901  0.501 )
( -2.599  2.001  0.501 )
( -2.599  2.101  0.501 )
( -2.599  2.201  0.501 )
( -2.599  2.301  0.501 )
( -2.599  2.401  0.501 )
( -2.599  2.501  0.501 )
( -2.599  2.601  0.501 )
( -2.599  2.701  0.501 )
( -2.599  2.801  0.501 )
( -2.599  2.901  0.501 )
( -2.599  2.999  0.501 )
( -2.499  -0.999  0.501 )
( -2.499  -0.899  0.501 )
( -2.499  -0.799  0.501 )
( -2.499  -0.699  0.501 )
( -2.499  -0.599  0.501 )
( -2.499  -0.499  0.501 )
( -2.499  -0.399  0.501 )
( -2.499  -0.299  0.501 )
( -2.499  -0.199  0.501 )
( -2.499  -0.099  0.501 )
( -2.499  0.001  0.501 )
( -2.499  0.101  0.501 )
( -2.499  0.201  0.501 )
( -2.499  0.301  0.501 )
( -2.499  0.401  0.501 )
( -2.499  0.501  0.501 )
( -2.499  0.601  0.501 )
( -2.499  0.701  0.501 )
( -2.499  0.801  0.501 )
( -2.499  0.901  0.501 )
( -2.499  1.001  0.501 )
( -2.499  1.101  0.501 )
( -2.499  1.201  0.501 )
( -2.499  1.301  0.501 )
( -2.499  1.401  0.501 )
( -2.499  1.501  0.501 )
( -2.499  1.601  0.501 )
( -2.499  1.701  0.501 )
( -2.499  1.801  0.501 )
( -2.499  1.901  0.501 )
( -2.499  2.001  0.501 )
( -2.499  2.101  0.501 )
( -2.499  2.201  0.501 )
( -2.499  2.301  0.501 )
( -2.499  2.401  0.501 )
( -2.499  2.501  0.501 )
( -2.499  2.601  0.501 )
( -2.499  2.701  0.501 )
( -2.499  2.801  0.501 )
( -2.499  2.901  0.501 )
( -2.499  2.999  0.501 )
( -2.399  -0.999  0.501 )
( -2.399  -0.899  0.501 )
( -2.399  -0.799  0.501 )
( -2.399  -0.699  0.501 )
( -2.399  -0.599  0.501 )
( -2.399  -0.499  0.501 )
( -2.399  -0.399  0.501 )
( -2.399  -0.299  0.501 )
( -2.399  -0.199  0.501 )
( -2.399  -0.099  0.501 )
( -2.399  0.001  0.501 )
( -2.399  0.101  0.501 )
( -2.399  0.201  0.501 )
( -2.399  0.301  0.501 )
( -2.399  0.401  0.501 )
( -2.399  0.501  0.501 )
( -2.399  0.601  0.501 )
( -2.399  0.701  0.501 )
( -2.399  0.801  0.501 )
( -2.399  0.901  0.501 )
( -2.399  1.001  0.501 )
( -2.399  1.101  0.501 )
( -2.399  1.201  0.501 )
( -2.399  1.301  0.501 )
( -2.399  1.401  0.501 )
( -2.399  1.501  0.501 )
( -2.399  1.601  0.501 )
( -2.399  1.701  0.501 )
( -2.399  1.801  0.501 )
( -2.399  1.901  0.501 )
( -2.399  2.001  0.501 )
( -2.399  2.101  0.501 )
( -2.399  2.201  0.501 )
( -2.399  2.301  0.501 )
( -2.399  2.401  0.501 )
( -2.399  2.501  0.501 )
( -2.399  2.601  0.501 )
( -2.399  2.701  0.501 )
( -2.399  2.801  0.501 )
( -2.399  2.901  0.501 )
( -2.399  2.999  0.501 )
( -2.299  -0.999  0.501 )
( -2.299  -0.899  0.501 )
( -2.299  -0.799  0.501 )
( -2.299  -0.699  0.501 )
( -2.299  -0.599  0.501 )
( -2.299  -0.499  0.501 )
( -2.299  -0.399  0.501 )
( -2.299  -0.299  0.501 )
( -2.299  -0.199  0.501 )
( -2.299  -0.099  0.501 )
( -2.299  0.001  0.501 )
( -2.299  0.101  0.501 )
( -2.299  0.201  0.501 )
( -2.299  0.301  0.501 )
( -2.299  0.401  0.501 )
( -2.299  0.501  0.501 )
( -2.299  0.601  0.501 )
( -2.299  0.701  0.501 )
( -2.299  0.801  0.501 )
( -2.299  0.901  0.501 )
( -2.299  1.001  0.501 )
( -2.299  1.101  0.501 )
( -2.299  1.201  0.501 )
( -2.299  1.301  0.501 )
( -2.299  1.401  0.501 )
( -2.299  1.501  0.501 )
( -2.299  1.601  0.501 )
( -2.299  1.701  0.501 )
( -2.299  1.801  0.501 )
( -2.299  1.901  0.501 )
( -2.299  2.001  0.501 )
( -2.299  2.101  0.501 )
( -2.299  2.201  0.501 )
( -2.299  2.301  0.501 )
( -2.299  2.401  0.501 )
( -2.299  2.501  0.501 )
( -2.299  2.601  0.501 )
( -2.299  2.701  0.501 )
( -2.299  2.801  0.501 )
( -2.299  2.901  0.501 )
( -2.299  2.999  0.501 )
( -2.199  -0.999  0.501 )
( -2.199  -0.899  0.501 )
( -2.199  -0.799  0.501 )
( -2.199  -0.699  0.501 )
( -2.199  -0.599  0.501 )
( -2.199  -0.499  0.501 )
( -2.199  -0.399  0.501 )
( -2.199  -0.299  0.501 )
( -2.199  -0.199  0.501 )
( -2.199  -0.099  0.501 )
( -2.199  0.001  0.501 )
( -2.199  0.101  0.501 )
( -2.199  0.201  0.501 )
( -2.199  0.301  0.501 )
( -2.199  0.401  0.501 )
( -2.199  0.501  0.501 )
( -2.199  0.601  0.501 )
( -2.199  0.701  0.501 )
( -2.199  0.801  0.501 )
( -2.199  0.901  0.501 )
( -2.199  1.001  0.501 )
( -2.199  1.101  0.501 )
( -2.199  1.201  0.501 )
( -2.199  1.301  0.501 )
( -2.199  1.401  0.501 )
( -2.199  1.501  0.501 )
( -2.199  1.601  0.501 )
( -2.199  1.701  0.501 )
( -2.199  1.801  0.501 )
( -2.199  1.901  0.501 )
( -2.199  2.001  0.501 )
( -2.199  2.101  0.501 )
( -2.199  2.201  0.501 )
( -2.199  2.301  0.501 )
( -2.199  2.401  0.501 )
( -2.199  2.501  0.501 )
( -2.199  2.601  0.501 )
( -2.199  2.701  0.501 )
( -2.199  2.801  0.501 )
( -2.199  2.901  0.501 )
( -2.199  2.999  0.501 )
( -2.099  -0.999  0.501 )
( -2.099  -0.899  0.501 )
( -2.099  -0.799  0.501 )
( -2.099  -0.699  0.501 )
( -2.099  -0.599  0.501 )
( -2.099  -0.499  0.501 )
( -2.099  -0.399  0.501 )
( -2.099  -0.299  0.501 )
( -2.099  -0.199  0.501 )
( -2.099  -0.099  0.501 )
( -2.099  0.001  0.501 )
( -2.099  0.101  0.501 )
( -2.099  0.201  0.501 )
( -2.099  0.301  0.501 )
( -2.099  0.401  0.501 )
( -2.099  0.501  0.501 )
( -2.099  0.601  0.501 )
( -2.099  0.701  0.501 )
( -2.099  0.801  0.501 )
( -2.099  0.901  0.501 )
( -2.099  1.001  0.501 )
( -2.099  1.101  0.501 )
( -2.099  1.201  0.501 )
( -2.099  1.301  0.501 )
( -2.099  1.401  0.501 )
( -2.099  1.501  0.501 )
( -2.099  1.601  0.501 )
( -2.099  1.701  0.501 )
( -2.099  1.801  0.501 )
( -2.099  1.901  0.501 )
( -2.099  2.001  0.501 )
( -2.099  2.101  0.501 )
( -2.099  2.201  0.501 )
( -2.099  2.301  0.501 )
( -2.099  2.401  0.501 )
( -2.099  2.501  0.501 )
( -2.099  2.601  0.501 )
( -2.099  2.701  0.501 )
( -2.099  2.801  0.501 )
( -2.099  2.901  0.501 )
( -2.099  2.999  0.501 )
( -1.999  -0.999  0.501 )
( -1.999  -0.899  0.501 )
( -1.999  -0.799  0.501 )
( -1.999  -0.699  0.501 )
( -1.999  -0.599  0.501 )
( -1.999  -0.499  0.501 )
( -1.999  -0.399  0.501 )
( -1.999  -0.299  0.501 )
( -1.999  -0.199  0.501 )
( -1.999  -0.099  0.501 )
( -1.999  0.001  0.501 )
( -1.999  0.101  0.501 )
( -1.999  0.201  0.501 )
( -1.999  0.301  0.501 )
( -1.999  0.401  0.501 )
( -1.999  0.501  0.501 )
( -1.999  0.601  0.501 )
( -1.999  0.701  0.501 )
( -1.999  0.801  0.501 )
( -1.999  0.901  0.501 )
( -1.999  1.001  0.501 )
( -1.999  1.101  0.501 )
( -1.999  1.201  0.501 )
( -1.999  1.301  0.501 )
( -1.999  1.401  0.501 )
( -1.999  1.501  0.501 )
( -1.999  1.601  0.501 )
( -1.999  1.701  0.501 )
( -1.999  1.801  0.501 )
( -1.999  1.901  0.501 )
( -1.999  2.001  0.501 )
( -1.999  2.101  0.501 )
( -1.999  2.201  0.501 )
( -1.999  2.301  0.501 )
( -1.999  2.401  0.501 )
( -1.999  2.501  0.501 )
( -1.999  2.601  0.501 )
( -1.999  2.701  0.501 )
( -1.999  2.801  0.501 )
( -1.999  2.901  0.501 )
( -1.999  2.999  0.501 )
( -1.899  -0.999  0.501 )
( -1.899  -0.899  0.501 )
( -1.899  -0.799  0.501 )
( -1.899  -0.699  0.501 )
( -1.899  -0.599  0.501 )
( -1.899  -0.499  0.501 )
( -1.899  -0.399  0.501 )
( -1.899  -0.299  0.501 )
( -1.899  -0.199  0.501 )
( -1.899  -0.099  0.501 )
( -1.899  0.001  0.501 )
( -1.899  0.101  0.501 )
( -1.899  0.201  0.501 )
( -1.899  0.301  0.501 )
( -1.899  0.401  0.501 )
( -1.899  0.501  0.501 )
( -1.899  0.601  0.501 )
( -1.899  0.701  0.501 )
( -1.899  0.801  0.501 )
( -1.899  0.901  0.501 )
( -1.899  1.001  0.501 )
( -1.899  1.101  0.501 )
( -1.899  1.201  0.501 )
( -1.899  1.301  0.501 )
( -1.899  1.401  0.501 )
( -1.899  1.501  0.501 )
( -1.899  1.601  0.501 )
( -1.899  1.701  0.501 )
( -1.899  1.801  0.501 )
( -1.899  1.901  0.501 )
( -1.899  2.001  0.501 )
( -1.899  2.101  0.501 )
( -1.899  2.201  0.501 )
( -1.899  2.301  0.501 )
( -1.899  2.401  0.501 )
( -1.899  2.501  0.501 )
( -1.899  2.601  0.501 )
( -1.899  2.701  0.501 )
( -1.899  2.801  0.501 )
( -1.899  2.901  0.501 )
( -1.899  2.999  0.501 )
( -1.799  -0.999  0.501 )
( -1.799  -0.899  0.501 )
( -1.799  -0.799  0.501 )
( -1.799  -0.699  0.501 )
( -1.799  -0.599  0.501 )
( -1.799  -0.499  0.501 )
( -1.799  -0.399  0.501 )
( -1.799  -0.299  0.501 )
( -1.799  -0.199  0.501 )
( -1.799  -0.099  0.501 )
( -1.799  0.001  0.501 )
( -1.799  0.101  0.501 )
( -1.799  0.201  0.501 )
( -1.799  0.301  0.501 )
( -1.799  0.401  0.501 )
( -1.799  0.501  0.501 )
( -1.799  0.601  0.501 )
( -1.799  0.701  0.501 )
( -1.799  0.801  0.501 )
( -1.799  0.901  0.501 )
( -1.799  1.001  0.501 )
( -1.799  1.101  0.501 )
( -1.799  1.201  0.501 )
( -1.799  1.301  0.501 )
( -1.799  1.401  0.501 )
( -1.799  1.501  0.501 )
( -1.799  1.601  0.501 )
( -1.799  1.701  0.501 )
( -1.799  1.801  0.501 )
( -1.799  1.901  0.501 )
( -1.799  2.001  0.501 )
( -1.799  2.101  0.501 )
( -1.799  2.201  0.501 )
( -1.799  2.301  0.501 )
( -1.799  2.401  0.501 )
( -1.799  2.501  0.501 )
( -1.799  2.601  0.501 )
( -1.799  2.701  0.501 )
( -1.799  2.801  0.501 )
( -1.799  2.901  0.501 )
( -1.799  2.999  0.501 )
( -1.699  -0.999  0.501 )
( -1.699  -0.899  0.501 )
( -1.699  -0.799  0.501 )
( -1.699  -0.699  0.501 )
( -1.699  -0.599  0.501 )
( -1.699  -0.499  0.501 )
( -1.699  -0.399  0.501 )
( -1.699  -0.299  0.501 )
( -1.699  -0.199  0.501 )
( -1.699  -0.099  0.501 )
( -1.699  0.001  0.501 )
( -1.699  0.101  0.501 )
( -1.699  0.201  0.501 )
( -1.699  0.301  0.501 )
( -1.699  0.401  0.501 )
( -1.699  0.501  0.501 )
( -1.699  0.601  0.501 )
( -1.699  0.701  0.501 )
( -1.699  0.801  0.501 )
( -1.699  0.901  0.501 )
( -1.699  1.001  0.501 )
